location,sex,cause,year,death_count,death rate(per 100k),prevelance rate(per 100k),population,life_exp,lethality
Low SDI,Both,Nutritional deficiencies,1992,210892.14357491996,40.065914228693416,63313.66085066625,526362988.677015,53.40246158894429,0.06328162625628968
Low SDI,Both,Substance use disorders,1997,7455.978768820924,1.2426802024149162,1246.50045594143,599991756.0714033,53.95151847864378,0.09969352169040095
Low SDI,Both,Diabetes and kidney diseases,1997,163883.94614508512,27.31436632032355,5937.38469861841,599991756.0714033,53.95151847864378,0.4600403663700522
Low SDI,Both,Neurological disorders,1992,51232.79470134547,9.733358120432504,27583.707591971164,526362988.677015,53.40246158894429,0.035286620146979836
Low SDI,Both,Mental disorders,1992,0.0163856528727773,3.112994877159162e-06,11543.45226887677,526362988.677015,53.40246158894429,2.6967624629525762e-08
Low SDI,Both,Cardiovascular diseases,1999,812311.6058498513,128.27283270116135,3833.89869276528,633268626.5238267,54.52981379091212,3.3457543607820757
Low SDI,Both,Skin and subcutaneous diseases,1997,7409.906941655695,1.2350014590490237,27172.473817265007,599991756.0714033,53.95151847864378,0.004545046090961071
Low SDI,Both,Transport injuries,1997,146145.4373356369,24.357907564024057,925.13782176254,599991756.0714033,53.95151847864378,2.632895012077036
Low SDI,Both,Skin and subcutaneous diseases,1999,7586.038744267287,1.197917980858927,27014.032416979,633268626.5238267,54.52981379091212,0.004434428604986812
Low SDI,Both,Transport injuries,1999,150710.91695916548,23.79889207309323,916.74056792012,633268626.5238267,54.52981379091212,2.596033480561203
Low SDI,Both,Skin and subcutaneous diseases,1995,7252.394366191145,1.2765772488391232,27271.58318781736,568112456.3974663,53.55226504805342,0.004680979611808493
Low SDI,Both,Transport injuries,1995,141444.41046939517,24.897255618425834,935.00897597262,568112456.3974663,53.55226504805342,2.6627825248979113
Low SDI,Both,Nutritional deficiencies,1994,211238.03778090095,38.11814487256682,62547.62310842015,554166627.1721594,51.652831376882574,0.06094259538286974
Low SDI,Both,Neurological disorders,1994,54494.25975313148,9.833551332964367,27644.126984335748,554166627.1721594,51.652831376882574,0.035571936630650135
Low SDI,Both,Mental disorders,1994,0.0192901964539681,3.4809379540596902e-06,11586.22110072289,554166627.1721594,51.652831376882574,3.0043772890217904e-08
Low SDI,Both,Neglected tropical diseases and malaria,1997,611164.380545639,101.86212966447924,69579.89098410752,599991756.0714033,53.95151847864378,0.14639593167477824
Low SDI,Both,Chronic respiratory diseases,1997,234773.6934537069,39.1294865434396,6037.59423797335,599991756.0714033,53.95151847864378,0.6480973215678413
Low SDI,Both,Neoplasms,1995,268966.6132387384,47.34390351944013,431.7472072676,568112456.3974663,53.55226504805342,10.965653679398566
Low SDI,Both,Cardiovascular diseases,1998,809083.0449559793,131.22760772197284,3841.2493823599902,616549412.8873823,54.16779008989905,3.4162740988545015
Low SDI,Both,Neoplasms,1998,283429.9566967069,45.97035546094627,426.66840193511,616549412.8873823,54.16779008989905,10.774258241869452
Low SDI,Both,Musculoskeletal disorders,1998,3406.4682183727045,0.5525053056850326,10388.958829996807,616549412.8873823,54.16779008989905,0.00531819708525308
Low SDI,Both,Other non-communicable diseases,1998,281685.99801604584,45.68749756761148,71784.49093925906,616549412.8873823,54.16779008989905,0.06364535984001095
Low SDI,Both,HIV/AIDS and sexually transmitted infections,1998,543933.4624976985,88.2222010317691,17879.92973409099,616549412.8873823,54.16779008989905,0.4934146964993892
Low SDI,Both,Respiratory infections and tuberculosis,1998,1275075.7030511831,206.80835572932207,36556.92578744972,616549412.8873823,54.16779008989905,0.5657159382923851
Low SDI,Both,Enteric infections,1998,984820.5757810022,159.73100536564587,2294.55400140346,616549412.8873823,54.16779008989905,6.961309486198481
Low SDI,Both,Other infectious diseases,1998,775362.9009760745,125.75843635061588,3660.97544154409,616549412.8873823,54.16779008989905,3.43510734662494
Low SDI,Both,Maternal and neonatal disorders,1998,958255.9102468516,155.4224025223239,2824.80788721325,616549412.8873823,54.16779008989905,5.5020521298406715
Low SDI,Both,Substance use disorders,1998,7667.251505467088,1.2435745368015747,1246.83704683968,616549412.8873823,54.16779008989905,0.09973833709494158
Low SDI,Both,Diabetes and kidney diseases,1998,167484.85909470162,27.16487204332057,5978.39108932521,616549412.8873823,54.16779008989905,0.45438432577328614
Low SDI,Both,Cardiovascular diseases,2000,821949.7079476378,126.43318483830016,3827.5275278976096,650105989.9731686,54.93578915835613,3.3032599744030473
Low SDI,Both,Digestive diseases,1997,240069.10327854505,40.01206697412941,25640.9371079104,599991756.0714033,53.95151847864378,0.1560475999989307
Low SDI,Both,Skin and subcutaneous diseases,1998,7512.151133775365,1.2184183419452088,27092.17119843828,616549412.8873823,54.16779008989905,0.004497307849639766
Low SDI,Both,Transport injuries,1998,148827.98766683863,24.13885806327465,921.02498466348,616549412.8873823,54.16779008989905,2.620868973722184
Low SDI,Both,Skin and subcutaneous diseases,2000,7668.683512398604,1.1796051152697578,26966.23666881362,650105989.9731686,54.93578915835613,0.0043743779666295364
Low SDI,Both,Transport injuries,2000,153410.227422477,23.597725569150413,911.67335004805,650105989.9731686,54.93578915835613,2.588396991960628
Low SDI,Both,Cardiovascular diseases,2001,831755.7105390436,124.67133878068972,3824.78583901036,667158722.0236645,55.56664113223115,3.2595639083663746
Low SDI,Both,Musculoskeletal disorders,1995,3233.0314659972296,0.5690830098144019,10543.87851587246,568112456.3974663,53.55226504805342,0.005397283447051483
Low SDI,Both,Other non-communicable diseases,1995,275073.4200169167,48.41883273625466,71811.39723735089,568112456.3974663,53.55226504805342,0.0674249974223741
Low SDI,Both,Skin and subcutaneous diseases,2001,7719.258863149856,1.157034841684352,26953.78209716642,667158722.0236645,55.56664113223115,0.004292662296939724
Low SDI,Both,Transport injuries,2001,154130.5834732077,23.102535931133392,905.55568008144,667158722.0236645,55.56664113223115,2.5511999360498403
Low SDI,Both,Neglected tropical diseases and malaria,1995,590254.896352607,103.8975452317224,70683.02419462471,568112456.3974663,53.55226504805342,0.14699080354236396
Low SDI,Both,Chronic respiratory diseases,1995,232851.34553211456,40.98684035352426,6199.60807963575,568112456.3974663,53.55226504805342,0.6611198615628036
Low SDI,Both,Neglected tropical diseases and malaria,2001,639667.2477709139,95.87932026589384,66711.39216496186,667158722.0236645,55.56664113223115,0.14372255945252413
Low SDI,Both,Chronic respiratory diseases,2001,243577.6807333679,36.50970491617555,5743.67952952113,667158722.0236645,55.56664113223115,0.6356501042323908
Low SDI,Both,Digestive diseases,2001,251280.73421710797,37.66431074376253,25601.31410239669,667158722.0236645,55.56664113223115,0.1471186619292974
Low SDI,Both,Unintentional injuries,2001,271068.3999966293,40.6302714853834,6744.5578021826295,667158722.0236645,55.56664113223115,0.6024156464673622
Low SDI,Both,Self-harm and interpersonal violence,2001,130102.07496644158,19.50091794825204,5567.58105188181,667158722.0236645,55.56664113223115,0.35025835756195856
Low SDI,Both,Unintentional injuries,1997,264137.62103157805,44.02354171682048,6843.431731607,599991756.0714033,53.95151847864378,0.643296279460111
Low SDI,Both,Digestive diseases,1995,234790.6958888824,41.328207689327016,25657.20703113246,568112456.3974663,53.55226504805342,0.16107835759043984
Low SDI,Both,Nutritional deficiencies,1997,202547.5369969391,33.758386669038615,61417.76902778036,599991756.0714033,53.95151847864378,0.0549651789757604
Low SDI,Both,Self-harm and interpersonal violence,1997,149560.6217837101,24.92711279284836,5461.56976575682,599991756.0714033,53.95151847864378,0.4564093083482595
Low SDI,Both,HIV/AIDS and sexually transmitted infections,1995,431138.5356361813,75.88964663266343,17829.18922835042,568112456.3974663,53.55226504805342,0.42564833240981215
Low SDI,Both,Respiratory infections and tuberculosis,1995,1279878.8778765127,225.28618470936604,37671.28685878903,568112456.3974663,53.55226504805342,0.598031560625609
Low SDI,Both,Enteric infections,1995,998963.2236295812,175.8389932099431,2358.19880917504,568112456.3974663,53.55226504805342,7.4564957172315856
Low SDI,Both,Other infectious diseases,1995,780460.2134472496,137.37776819686894,3714.78554558475,568112456.3974663,53.55226504805342,3.6981345628457833
Low SDI,Both,Maternal and neonatal disorders,1995,924795.6936927616,162.78391421957318,2827.9661185102,568112456.3974663,53.55226504805342,5.7562186885509545
Low SDI,Both,Cardiovascular diseases,2003,856971.6165351268,121.61341475334896,3819.25059100169,704668657.0500456,56.57183485973965,3.184221926675226
Low SDI,Both,Neurological disorders,1997,58179.314191980855,9.69668559663628,27649.78874341116,599991756.0714033,53.95151847864378,0.03506965527520337
Low SDI,Both,Mental disorders,1997,0.0261462234405561,4.357763781915117e-06,11626.89118586111,599991756.0714033,53.95151847864378,3.748004270663838e-08
Low SDI,Both,Skin and subcutaneous diseases,2003,7839.686043752722,1.1125350851522204,26930.73319817242,704668657.0500456,56.57183485973965,0.00413109838846764
Low SDI,Both,Transport injuries,2003,157229.4415148976,22.312535110204426,892.5572954162201,704668657.0500456,56.57183485973965,2.499843452604303
Low SDI,Both,Neglected tropical diseases and malaria,2003,652520.0360744828,92.59955435028527,63307.14033141171,704668657.0500456,56.57183485973965,0.14627031621635145
Low SDI,Both,Chronic respiratory diseases,2003,258120.8821537601,36.63010686956499,5622.30990943081,704668657.0500456,56.57183485973965,0.6515134786170715
Low SDI,Both,Digestive diseases,2003,255177.48845276912,36.212407902604674,25411.455448695386,704668657.0500456,56.57183485973965,0.14250426535274982
Low SDI,Both,Unintentional injuries,2003,272361.6206848154,38.65101959054101,6675.52569879174,704668657.0500456,56.57183485973965,0.5789958923764879
Low SDI,Both,Self-harm and interpersonal violence,2003,133605.7554160355,18.960082029949994,5577.05201101726,704668657.0500456,56.57183485973965,0.3399660249267006
Low SDI,Both,Neoplasms,1999,285702.5148797142,45.11553279498598,424.63359678087,633268626.5238267,54.52981379091212,10.624579198868153
Low SDI,Both,Musculoskeletal disorders,2001,3655.724579969454,0.5479542512583355,10309.84982138278,667158722.0236645,55.56664113223115,0.005314861620213616
Low SDI,Both,Other non-communicable diseases,2001,287056.51199956005,43.02671950819193,71775.94869448192,667158722.0236645,55.56664113223115,0.05994587363984197
Low SDI,Both,Neoplasms,2000,289497.86693966406,44.5308721046567,423.31509732485,650105989.9731686,54.93578915835613,10.51955679966782
Low SDI,Both,HIV/AIDS and sexually transmitted infections,2001,613392.6806134878,91.94104196868004,17821.13493200273,667158722.0236645,55.56664113223115,0.5159101388294565
Low SDI,Both,Respiratory infections and tuberculosis,2001,1251991.7578913397,187.6602548331718,35373.547088562416,667158722.0236645,55.56664113223115,0.530510141839435
Low SDI,Both,Enteric infections,2001,959359.965109024,143.7978600053431,2232.4534989254403,667158722.0236645,55.56664113223115,6.441247715778095
Low SDI,Both,Other infectious diseases,2001,727196.5129053461,108.99902660338024,3591.42250329986,667158722.0236645,55.56664113223115,3.034982002346705
Low SDI,Both,Maternal and neonatal disorders,2001,982005.9178988592,147.19224758393045,2827.09149430629,667158722.0236645,55.56664113223115,5.206490411802127
Low SDI,Both,Unintentional injuries,1995,260730.62909053057,45.894193333461565,6902.79928070937,568112456.3974663,53.55226504805342,0.6648635063418101
Low SDI,Both,Substance use disorders,1995,7083.093312300192,1.2467766253913428,1248.27713442402,568112456.3974663,53.55226504805342,0.09987979359780794
Low SDI,Both,Diabetes and kidney diseases,1995,157866.66630433546,27.787925528935737,5885.30305771159,568112456.3974663,53.55226504805342,0.4721579374323784
Low SDI,Both,Musculoskeletal disorders,2000,3549.018171800642,0.5459137781436406,10311.17037300519,650105989.9731686,54.93578915835613,0.005294391988448292
Low SDI,Both,Other non-communicable diseases,2000,286055.1621401862,44.00131156336407,71760.32061063602,650105989.9731686,54.93578915835613,0.061317049852815705
Low SDI,Both,Substance use disorders,2001,8032.474093430741,1.2039824749747965,1247.23055043784,667158722.0236645,55.56664113223115,0.09653247144660934
Low SDI,Both,Diabetes and kidney diseases,2001,174524.90121524144,26.15942735273888,6060.87043593708,667158722.0236645,55.56664113223115,0.43161172358396294
Low SDI,Both,HIV/AIDS and sexually transmitted infections,2000,596361.5367344577,91.7329706128491,17883.185152963248,650105989.9731686,54.93578915835613,0.5129565557154058
Low SDI,Both,Respiratory infections and tuberculosis,2000,1264399.2069582718,194.4912408837296,35732.85521891413,650105989.9731686,54.93578915835613,0.5442924717104091
Low SDI,Both,Enteric infections,2000,967458.348149532,148.8154797942196,2252.1662023291497,650105989.9731686,54.93578915835613,6.607659756207927
Low SDI,Both,Other infectious diseases,2000,753514.2112891432,115.90636341010232,3617.28946657052,650105989.9731686,54.93578915835613,3.2042324641492077
Low SDI,Both,Maternal and neonatal disorders,2000,976849.9731770068,150.2601096195596,2825.34015927465,650105989.9731686,54.93578915835613,5.318301554816532
Low SDI,Both,Substance use disorders,2000,7938.459880666012,1.2211024053160393,1246.9314307237398,650105989.9731686,54.93578915835613,0.09792859296258905
Low SDI,Both,Diabetes and kidney diseases,2000,171885.32270964602,26.439584523246715,6046.62356766999,650105989.9731686,54.93578915835613,0.4372619566498823
Low SDI,Both,Neglected tropical diseases and malaria,1999,626303.6448399721,98.90015368010766,68201.2068100306,633268626.5238267,54.52981379091212,0.1450123220775062
Low SDI,Both,Chronic respiratory diseases,1999,236131.82200749635,37.2877815380945,5876.15173916496,633268626.5238267,54.52981379091212,0.6345612433655999
Low SDI,Both,Musculoskeletal disorders,1999,3470.3580460859184,0.5480072595946521,10337.30800603691,633268626.5238267,54.52981379091212,0.005301256954659956
Low SDI,Both,Other non-communicable diseases,1999,283620.5801558578,44.78677267066323,71759.28301124649,633268626.5238267,54.52981379091212,0.062412514160215364
Low SDI,Both,Neglected tropical diseases and malaria,1998,621366.1831159925,100.7812464220917,68882.89639973456,616549412.8873823,54.16779008989905,0.1463080847199684
Low SDI,Both,Chronic respiratory diseases,1998,237811.7371865079,38.57139950434858,5956.7601058857,616549412.8873823,54.16779008989905,0.6475231303378712
Low SDI,Both,Nutritional deficiencies,1995,210596.0718104489,37.06943395430684,62219.9517274586,568112456.3974663,53.55226504805342,0.059578050006662955
Low SDI,Both,Self-harm and interpersonal violence,1995,118184.71565719848,20.80304952414448,5344.74259778337,568112456.3974663,53.55226504805342,0.38922453501824666
Low SDI,Both,Cardiovascular diseases,2005,864531.4180110551,116.11544332906688,3819.35547063589,744544733.4348165,57.90202369589516,3.0401842463156394
Low SDI,Both,Neoplasms,2001,292639.24013341434,43.86351110658701,421.59000077686994,667158722.0236645,55.56664113223115,10.404305373884364
Low SDI,Both,Skin and subcutaneous diseases,2005,7978.879053789719,1.0716453552737728,26908.556111524067,744544733.4348165,57.90202369589516,0.003982544997331989
Low SDI,Both,Transport injuries,2005,162060.7065192126,21.766416340301834,880.45942953439,744544733.4348165,57.90202369589516,2.4721657364510805
Low SDI,Both,Cardiovascular diseases,2004,861473.194555418,118.90357236629625,3817.76159445378,724514139.8288264,57.1875422622511,3.1144839567518403
Low SDI,Both,Digestive diseases,1999,245779.68572446797,38.811284094968464,25632.00411839833,633268626.5238267,54.52981379091212,0.15141728253355816
Low SDI,Both,Skin and subcutaneous diseases,2004,7908.470900249333,1.0915550802249043,26920.00146559634,724514139.8288264,57.1875422622511,0.004054810627034726
Low SDI,Both,Transport injuries,2004,159746.2906927933,22.048747141157936,886.21879883565,724514139.8288264,57.1875422622511,2.48795750779903
