,location,sex,year,life_exp,population,cause, death_count,prob_of_death
75,Global,Male,1992,63.33874858360835,2770141531.9487944,"Communicable, maternal, neonatal, and nutritional diseases",592733645.0339026,0.196401073165826
76,Global,Male,1992,63.33874858360835,2770141531.9487944,Injuries,2877509.930092989,0.079008230256574
77,Global,Male,1992,63.33874858360835,2770141531.9487944,Injuries,186150147.22420835,0.079008230256574
78,Global,Male,1992,63.33874858360835,2770141531.9487944,Total cancers,3396451.3271684614,0.1622132161761438
79,Global,Male,1992,63.33874858360835,2770141531.9487944,Total cancers,98990829.2313868,0.1622132161761438
80,Global,Male,1992,63.33874858360835,2770141531.9487944,Other COVID-19 pandemic-related outcomes,0.0,0.0
81,Global,Male,1992,63.33874858360835,2770141531.9487944,Other COVID-19 pandemic-related outcomes,0.0,0.0
82,Global,Male,1992,63.33874858360835,2770141531.9487944,Non-communicable diseases,14582089.86407994,0.724730877144536
83,Global,Male,1992,63.33874858360835,2770141531.9487944,Non-communicable diseases,608634119.2211151,0.724730877144536
84,Global,Female,1992,68.40153465572368,2727066124.609259,All causes,21661515.29398169,1.0000863019381094
85,Global,Female,1992,68.40153465572368,2727066124.609259,All causes,1211817752.9007688,1.0000863019381094
86,Global,Female,1992,68.40153465572368,2727066124.609259,"Communicable, maternal, neonatal, and nutritional diseases",7137968.199143844,0.189734860709778
87,Global,Female,1992,68.40153465572368,2727066124.609259,"Communicable, maternal, neonatal, and nutritional diseases",545081574.1219252,0.189734860709778
88,Global,Female,1992,68.40153465572368,2727066124.609259,Injuries,1333406.4864701,0.0441522362618102
89,Global,Female,1992,68.40153465572368,2727066124.609259,Injuries,91037394.26851624,0.0441522362618102
90,Global,Female,1992,68.40153465572368,2727066124.609259,Total cancers,2589652.9650151585,0.1327621728756264
91,Global,Female,1992,68.40153465572368,2727066124.609259,Total cancers,75660919.95755276,0.1327621728756264
92,Global,Female,1992,68.40153465572368,2727066124.609259,Other COVID-19 pandemic-related outcomes,0.0,0.0
93,Global,Female,1992,68.40153465572368,2727066124.609259,Other COVID-19 pandemic-related outcomes,0.0,0.0
94,Global,Female,1992,68.40153465572368,2727066124.609259,Non-communicable diseases,13190140.608367763,0.7661992049665207
95,Global,Female,1992,68.40153465572368,2727066124.609259,Non-communicable diseases,575698784.510327,0.7661992049665207
96,Global,Both,1992,65.79518012336939,5497207656.558053,All causes,47003325.45730307,1.0000648019875424
97,Global,Both,1992,65.79518012336939,5497207656.558053,All causes,2599335664.379996,1.0000648019875424
98,Global,Both,1992,65.79518012336939,5497207656.558053,"Communicable, maternal, neonatal, and nutritional diseases",15020178.568292294,0.1930792219399642
99,Global,Both,1992,65.79518012336939,5497207656.558053,"Communicable, maternal, neonatal, and nutritional diseases",1137815219.1558263,0.1930792219399642
100,Global,Both,1992,65.79518012336939,5497207656.558053,Injuries,4210916.416563089,0.0620667947559596
101,Global,Both,1992,65.79518012336939,5497207656.558053,Injuries,277187541.49272454,0.0620667947559596
102,Global,Both,1992,65.79518012336939,5497207656.558053,Total cancers,5986104.292183625,0.1476492235654325
103,Global,Both,1992,65.79518012336939,5497207656.558053,Total cancers,174651749.1889393,0.1476492235654325
104,Global,Both,1992,65.79518012336939,5497207656.558053,Other COVID-19 pandemic-related outcomes,0.0,0.0
105,Global,Both,1992,65.79518012336939,5497207656.558053,Other COVID-19 pandemic-related outcomes,0.0,0.0
106,Global,Both,1992,65.79518012336939,5497207656.558053,Non-communicable diseases,27772230.4724477,0.7449187852916186
107,Global,Both,1992,65.79518012336939,5497207656.558053,Non-communicable diseases,1184332903.7314427,0.7449187852916186
108,Global,Male,1993,63.35963714340413,2810209211.9407024,All causes,25800119.049011525,1.000111556311844
109,Global,Male,1993,63.35963714340413,2810209211.9407024,All causes,1398206223.1280897,1.000111556311844
110,Global,Male,1993,63.35963714340413,2810209211.9407024,"Communicable, maternal, neonatal, and nutritional diseases",7861743.802188757,0.1947435698587733
111,Global,Male,1993,63.35963714340413,2810209211.9407024,"Communicable, maternal, neonatal, and nutritional diseases",587612498.552781,0.1947435698587733
112,Global,Male,1993,63.35963714340413,2810209211.9407024,Injuries,2951933.0492648277,0.0800169430966587
113,Global,Male,1993,63.35963714340413,2810209211.9407024,Injuries,189241583.71188596,0.0800169430966587
114,Global,Male,1993,63.35963714340413,2810209211.9407024,Total cancers,3469777.181511864,0.1616415163077355
115,Global,Male,1993,63.35963714340413,2810209211.9407024,Total cancers,100749724.66738863,0.1616415163077355
116,Global,Male,1993,63.35963714340413,2810209211.9407024,Other COVID-19 pandemic-related outcomes,0.0,0.0
117,Global,Male,1993,63.35963714340413,2810209211.9407024,Other COVID-19 pandemic-related outcomes,0.0,0.0
118,Global,Male,1993,63.35963714340413,2810209211.9407024,Non-communicable diseases,14986442.197557976,0.7253510433564123
119,Global,Male,1993,63.35963714340413,2810209211.9407024,Non-communicable diseases,621352140.8634222,0.7253510433564123
120,Global,Female,1993,68.47008899410592,2765259013.3484435,All causes,21989457.793231253,1.0000739373666
121,Global,Female,1993,68.47008899410592,2765259013.3484435,All causes,1217707451.269307,1.0000739373666
122,Global,Female,1993,68.47008899410592,2765259013.3484435,"Communicable, maternal, neonatal, and nutritional diseases",7108641.165013968,0.1879769291945377
123,Global,Female,1993,68.47008899410592,2765259013.3484435,"Communicable, maternal, neonatal, and nutritional diseases",540466448.876375,0.1879769291945377
124,Global,Female,1993,68.47008899410592,2765259013.3484435,Injuries,1354743.593052904,0.0442552549376767
125,Global,Female,1993,68.47008899410592,2765259013.3484435,Injuries,91852897.86828268,0.0442552549376767
126,Global,Female,1993,68.47008899410592,2765259013.3484435,Total cancers,2642222.720781749,0.1327055105776912
127,Global,Female,1993,68.47008899410592,2765259013.3484435,Total cancers,76899620.8840213,0.1327055105776912
128,Global,Female,1993,68.47008899410592,2765259013.3484435,Other COVID-19 pandemic-related outcomes,0.0,0.0
129,Global,Female,1993,68.47008899410592,2765259013.3484435,Other COVID-19 pandemic-related outcomes,0.0,0.0
130,Global,Female,1993,68.47008899410592,2765259013.3484435,Non-communicable diseases,13526073.035164388,0.7678417532343856
131,Global,Female,1993,68.47008899410592,2765259013.3484435,Non-communicable diseases,585388104.5246495,0.7678417532343856
132,Global,Both,1993,65.83429643704207,5575468225.289146,All causes,47789576.84224276,1.0000532120178809
133,Global,Both,1993,65.83429643704207,5575468225.289146,All causes,2615913674.3973985,1.0000532120178809
134,Global,Both,1993,65.83429643704207,5575468225.289146,"Communicable, maternal, neonatal, and nutritional diseases",14970384.96720272,0.191387505837132
135,Global,Both,1993,65.83429643704207,5575468225.289146,"Communicable, maternal, neonatal, and nutritional diseases",1128078947.4291563,0.191387505837132
136,Global,Both,1993,65.83429643704207,5575468225.289146,Injuries,4306676.642317728,0.0626484291664983
137,Global,Both,1993,65.83429643704207,5575468225.289146,Injuries,281094481.5801686,0.0626484291664983
138,Global,Both,1993,65.83429643704207,5575468225.289146,Total cancers,6111999.902293616,0.1473848177424774
139,Global,Both,1993,65.83429643704207,5575468225.289146,Total cancers,177649345.5514099,0.1473848177424774
140,Global,Both,1993,65.83429643704207,5575468225.289146,Other COVID-19 pandemic-related outcomes,0.0,0.0
141,Global,Both,1993,65.83429643704207,5575468225.289146,Other COVID-19 pandemic-related outcomes,0.0,0.0
142,Global,Both,1993,65.83429643704207,5575468225.289146,Non-communicable diseases,28512515.23272234,0.7460172770142504
143,Global,Both,1993,65.83429643704207,5575468225.289146,Non-communicable diseases,1206740245.388072,0.7460172770142504
144,Global,Male,1994,63.09124760161868,2848257735.6353583,All causes,26555134.977579266,1.0001004777550344
145,Global,Male,1994,63.09124760161868,2848257735.6353583,All causes,1434263891.246883,1.0001004777550344
146,Global,Male,1994,63.09124760161868,2848257735.6353583,"Communicable, maternal, neonatal, and nutritional diseases",7853151.487631287,0.192755361819556
147,Global,Male,1994,63.09124760161868,2848257735.6353583,"Communicable, maternal, neonatal, and nutritional diseases",583720977.113974,0.192755361819556
148,Global,Male,1994,63.09124760161868,2848257735.6353583,Injuries,3409467.5996931377,0.0873861688727606
149,Global,Male,1994,63.09124760161868,2848257735.6353583,Injuries,219244841.31170896,0.0873861688727606
150,Global,Male,1994,63.09124760161868,2848257735.6353583,Total cancers,3528934.628196449,0.1600221223624137
151,Global,Male,1994,63.09124760161868,2848257735.6353583,Total cancers,102044293.30649664,0.1600221223624137
152,Global,Male,1994,63.09124760161868,2848257735.6353583,Other COVID-19 pandemic-related outcomes,0.0,0.0
153,Global,Male,1994,63.09124760161868,2848257735.6353583,Other COVID-19 pandemic-related outcomes,0.0,0.0
154,Global,Male,1994,63.09124760161868,2848257735.6353583,Non-communicable diseases,15292515.89025486,0.7199589470627177
155,Global,Male,1994,63.09124760161868,2848257735.6353583,Non-communicable diseases,631298072.8211989,0.7199589470627177
156,Global,Female,1994,68.45978089225284,2802201382.501561,All causes,22364591.32968025,1.0000645193999131
157,Global,Female,1994,68.45978089225284,2802201382.501561,All causes,1230253148.504413,1.0000645193999131
158,Global,Female,1994,68.45978089225284,2802201382.501561,"Communicable, maternal, neonatal, and nutritional diseases",7097872.194265966,0.1865911143450023
159,Global,Female,1994,68.45978089225284,2802201382.501561,"Communicable, maternal, neonatal, and nutritional diseases",537217468.383428,0.1865911143450023
160,Global,Female,1994,68.45978089225284,2802201382.501561,Injuries,1470925.6637903452,0.0463014665619912
161,Global,Female,1994,68.45978089225284,2802201382.501561,Injuries,99159538.84401184,0.0463014665619912
162,Global,Female,1994,68.45978089225284,2802201382.501561,Total cancers,2692366.868122891,0.1325650173647101
163,Global,Female,1994,68.45978089225284,2802201382.501561,Total cancers,78084772.87541339,0.1325650173647101
164,Global,Female,1994,68.45978089225284,2802201382.501561,Other COVID-19 pandemic-related outcomes,0.0,0.0
165,Global,Female,1994,68.45978089225284,2802201382.501561,Other COVID-19 pandemic-related outcomes,0.0,0.0
166,Global,Female,1994,68.45978089225284,2802201382.501561,Non-communicable diseases,13795793.47162392,0.7671719384929192
167,Global,Female,1994,68.45978089225284,2802201382.501561,Non-communicable diseases,593876141.2769712,0.7671719384929192
168,Global,Both,1994,65.68391336423876,5650459118.13692,All causes,48919726.30725948,1.000046579886939
169,Global,Both,1994,65.68391336423876,5650459118.13692,All causes,2664517039.7512937,1.000046579886939
170,Global,Both,1994,65.68391336423876,5650459118.13692,"Communicable, maternal, neonatal, and nutritional diseases",14951023.681897253,0.1897064837465614
171,Global,Both,1994,65.68391336423876,5650459118.13692,"Communicable, maternal, neonatal, and nutritional diseases",1120938445.4974022,0.1897064837465614
172,Global,Both,1994,65.68391336423876,5650459118.13692,Injuries,4880393.263483485,0.0674557057481214
173,Global,Both,1994,65.68391336423876,5650459118.13692,Injuries,318404380.15572065,0.0674557057481214
174,Global,Both,1994,65.68391336423876,5650459118.13692,Total cancers,6221301.49631935,0.1465519146043647
175,Global,Both,1994,65.68391336423876,5650459118.13692,Total cancers,180129066.18191016,0.1465519146043647
176,Global,Both,1994,65.68391336423876,5650459118.13692,Other COVID-19 pandemic-related outcomes,0.0,0.0
177,Global,Both,1994,65.68391336423876,5650459118.13692,Other COVID-19 pandemic-related outcomes,0.0,0.0
178,Global,Both,1994,65.68391336423876,5650459118.13692,Non-communicable diseases,29088309.36187876,0.7428843903922561
179,Global,Both,1994,65.68391336423876,5650459118.13692,Non-communicable diseases,1225174214.0981705,0.7428843903922561
180,Global,Male,1995,63.56835233480792,2885418181.3321214,All causes,26436198.83200484,1.0000911218732915
181,Global,Male,1995,63.56835233480792,2885418181.3321214,All causes,1411958270.2304094,1.0000911218732915
182,Global,Male,1995,63.56835233480792,2885418181.3321214,"Communicable, maternal, neonatal, and nutritional diseases",7877795.730131926,0.1936892686501598
183,Global,Male,1995,63.56835233480792,2885418181.3321214,"Communicable, maternal, neonatal, and nutritional diseases",582236964.0268043,0.1936892686501598
184,Global,Male,1995,63.56835233480792,2885418181.3321214,Injuries,3014167.143532537,0.0801447640997579
185,Global,Male,1995,63.56835233480792,2885418181.3321214,Injuries,191068870.6638994,0.0801447640997579
186,Global,Male,1995,63.56835233480792,2885418181.3321214,Total cancers,3592570.309469433,0.161713689558805
187,Global,Male,1995,63.56835233480792,2885418181.3321214,Total cancers,103394970.60366432,0.161713689558805
188,Global,Male,1995,63.56835233480792,2885418181.3321214,Other COVID-19 pandemic-related outcomes,0.0,0.0
189,Global,Male,1995,63.56835233480792,2885418181.3321214,Other COVID-19 pandemic-related outcomes,0.0,0.0
190,Global,Male,1995,63.56835233480792,2885418181.3321214,Non-communicable diseases,15544235.958340362,0.726257089123374
191,Global,Male,1995,63.56835233480792,2885418181.3321214,Non-communicable diseases,638652435.5397066,0.726257089123374
192,Global,Female,1995,68.67500017911897,2838643052.740357,All causes,22507789.156342667,1.0000541389917164
193,Global,Female,1995,68.67500017911897,2838643052.740357,All causes,1229125326.365231,1.0000541389917164
194,Global,Female,1995,68.67500017911897,2838643052.740357,"Communicable, maternal, neonatal, and nutritional diseases",7152069.828145351,0.188549032706884
195,Global,Female,1995,68.67500017911897,2838643052.740357,"Communicable, maternal, neonatal, and nutritional diseases",537272566.926691,0.188549032706884
196,Global,Female,1995,68.67500017911897,2838643052.740357,Injuries,1370133.9632336136,0.0442083015577293
197,Global,Female,1995,68.67500017911897,2838643052.740357,Injuries,91728601.14156578,0.0442083015577293
198,Global,Female,1995,68.67500017911897,2838643052.740357,Total cancers,2732844.903432295,0.1329038540643347
199,Global,Female,1995,68.67500017911897,2838643052.740357,Total cancers,78935974.5139989,0.1329038540643347
200,Global,Female,1995,68.67500017911897,2838643052.740357,Other COVID-19 pandemic-related outcomes,0.0,0.0
201,Global,Female,1995,68.67500017911897,2838643052.740357,Other COVID-19 pandemic-related outcomes,0.0,0.0
202,Global,Female,1995,68.67500017911897,2838643052.740357,Non-communicable diseases,13985585.364963682,0.7672968047271032
203,Global,Female,1995,68.67500017911897,2838643052.740357,Non-communicable diseases,600124158.2969735,0.7672968047271032
204,Global,Both,1995,66.03844146790028,5724061234.072478,All causes,48943987.98834746,1.000042148090751
205,Global,Both,1995,66.03844146790028,5724061234.072478,All causes,2641083596.5956416,1.000042148090751
206,Global,Both,1995,66.03844146790028,5724061234.072478,"Communicable, maternal, neonatal, and nutritional diseases",15029865.558277285,0.1911365836951543
207,Global,Both,1995,66.03844146790028,5724061234.072478,"Communicable, maternal, neonatal, and nutritional diseases",1119509530.953495,0.1911365836951543
208,Global,Both,1995,66.03844146790028,5724061234.072478,Injuries,4384301.10676615,0.0626887031308798
209,Global,Both,1995,66.03844146790028,5724061234.072478,Injuries,282797471.8054652,0.0626887031308798
210,Global,Both,1995,66.03844146790028,5724061234.072478,Total cancers,6325415.212901726,0.1475650064719782
211,Global,Both,1995,66.03844146790028,5724061234.072478,Total cancers,182330945.1176635,0.1475650064719782
212,Global,Both,1995,66.03844146790028,5724061234.072478,Other COVID-19 pandemic-related outcomes,0.0,0.0
213,Global,Both,1995,66.03844146790028,5724061234.072478,Other COVID-19 pandemic-related outcomes,0.0,0.0
214,Global,Both,1995,66.03844146790028,5724061234.072478,Non-communicable diseases,29529821.323304,0.7462168612647173
215,Global,Both,1995,66.03844146790028,5724061234.072478,Non-communicable diseases,1238776593.83668,0.7462168612647173
216,Global,Male,1996,63.86501361376831,2922785197.0925245,All causes,26467663.62518436,1.00008362522691
217,Global,Male,1996,63.86501361376831,2922785197.0925245,All causes,1407911870.208115,1.00008362522691
218,Global,Male,1996,63.86501361376831,2922785197.0925245,"Communicable, maternal, neonatal, and nutritional diseases",7825077.319093917,0.1927389409771922
219,Global,Male,1996,63.86501361376831,2922785197.0925245,"Communicable, maternal, neonatal, and nutritional diseases",575875679.4953907,0.1927389409771922
220,Global,Male,1996,63.86501361376831,2922785197.0925245,Injuries,2999954.7868503463,0.0791756414033
221,Global,Male,1996,63.86501361376831,2922785197.0925245,Injuries,190214584.4481727,0.0791756414033
222,Global,Male,1996,63.86501361376831,2922785197.0925245,Total cancers,3628389.1006906936,0.162386662433794
223,Global,Male,1996,63.86501361376831,2922785197.0925245,Total cancers,103973850.80234782,0.162386662433794
224,Global,Male,1996,63.86501361376831,2922785197.0925245,Other COVID-19 pandemic-related outcomes,0.0,0.0
225,Global,Male,1996,63.86501361376831,2922785197.0925245,Other COVID-19 pandemic-related outcomes,0.0,0.0
226,Global,Male,1996,63.86501361376831,2922785197.0925245,Non-communicable diseases,15642631.519240126,0.728169042846418
227,Global,Male,1996,63.86501361376831,2922785197.0925245,Non-communicable diseases,641821606.2645535,0.728169042846418
228,Global,Female,1996,68.93598391888861,2875609112.2973843,All causes,22535466.467901923,1.0000512446325625
229,Global,Female,1996,68.93598391888861,2875609112.2973843,All causes,1228181770.999646,1.0000512446325625
230,Global,Female,1996,68.93598391888861,2875609112.2973843,"Communicable, maternal, neonatal, and nutritional diseases",7117161.888901752,0.1874655314310507
231,Global,Female,1996,68.93598391888861,2875609112.2973843,"Communicable, maternal, neonatal, and nutritional diseases",532874201.9741983,0.1874655314310507
232,Global,Female,1996,68.93598391888861,2875609112.2973843,Injuries,1357193.5370792656,0.0436474447173279
233,Global,Female,1996,68.93598391888861,2875609112.2973843,Injuries,90908430.15401116,0.0436474447173279
234,Global,Female,1996,68.93598391888861,2875609112.2973843,Total cancers,2761914.308290872,0.1333551670700732
235,Global,Female,1996,68.93598391888861,2875609112.2973843,Total cancers,79496200.92916156,0.1333551670700732
236,Global,Female,1996,68.93598391888861,2875609112.2973843,Other COVID-19 pandemic-related outcomes,0.0,0.0
237,Global,Female,1996,68.93598391888861,2875609112.2973843,Other COVID-19 pandemic-related outcomes,0.0,0.0
238,Global,Female,1996,68.93598391888861,2875609112.2973843,Non-communicable diseases,14061111.04192092,0.7689382684841837
239,Global,Female,1996,68.93598391888861,2875609112.2973843,Non-communicable diseases,604399138.8714374,0.7689382684841837
240,Global,Both,1996,66.3207734754922,5798394309.389909,All causes,49003130.093086354,1.0000409990492318
241,Global,Both,1996,66.3207734754922,5798394309.389909,All causes,2636093641.2077627,1.0000409990492318
242,Global,Both,1996,66.3207734754922,5798394309.389909,"Communicable, maternal, neonatal, and nutritional diseases",14942239.207995668,0.1901332834122725
243,Global,Both,1996,66.3207734754922,5798394309.389909,"Communicable, maternal, neonatal, and nutritional diseases",1108749881.4695897,0.1901332834122725
244,Global,Both,1996,66.3207734754922,5798394309.389909,Injuries,4357148.323929613,0.061899177765856
245,Global,Both,1996,66.3207734754922,5798394309.389909,Injuries,281123014.6021837,0.061899177765856
246,Global,Both,1996,66.3207734754922,5798394309.389909,Total cancers,6390303.408981558,0.1481174006886451
247,Global,Both,1996,66.3207734754922,5798394309.389909,Total cancers,183470051.7315096,0.1481174006886451
248,Global,Both,1996,66.3207734754922,5798394309.389909,Other COVID-19 pandemic-related outcomes,0.0,0.0
249,Global,Both,1996,66.3207734754922,5798394309.389909,Other COVID-19 pandemic-related outcomes,0.0,0.0
250,Global,Both,1996,66.3207734754922,5798394309.389909,Non-communicable diseases,29703742.56116105,0.7480085378711034
251,Global,Both,1996,66.3207734754922,5798394309.389909,Non-communicable diseases,1246220745.1359897,0.7480085378711034
252,Global,Male,1997,64.17100940067988,2960096660.2096963,All causes,26502454.78607277,1.0000750772326967
253,Global,Male,1997,64.17100940067988,2960096660.2096963,All causes,1403254189.9971013,1.0000750772326967
254,Global,Male,1997,64.17100940067988,2960096660.2096963,"Communicable, maternal, neonatal, and nutritional diseases",7771689.726655579,0.1920092159372129
255,Global,Male,1997,64.17100940067988,2960096660.2096963,"Communicable, maternal, neonatal, and nutritional diseases",568856632.9269645,0.1920092159372129
